"Date","Price","Open","High","Low","Vol.","Change %"
"08/20/2014","532.26","530.60","537.16","529.49","","-0.05%"
"08/19/2014","532.50","530.84","533.42","525.25","","-0.42%"
"08/18/2014","534.75","535.31","542.23","533.35","","-0.34%"
"08/15/2014","536.57","533.68","536.82","530.78","","1.19%"
"08/13/2014","530.28","527.08","534.18","524.24","","0.57%"
"08/12/2014","527.30","523.46","530.89","510.02","","0.92%"
"08/11/2014","522.50","535.06","535.06","520.76","","-4.45%"
"08/08/2014","546.81","550.06","550.97","546.22","","-0.65%"
"08/07/2014","550.38","548.74","551.17","544.95","","0.33%"
"08/06/2014","548.55","554.27","554.27","547.01","","-1.15%"
"08/05/2014","554.93","553.24","557.33","552.50","","0.37%"
"08/04/2014","552.86","561.79","561.79","548.01","","-1.95%"
"07/28/2014","563.83","565.77","566.15","562.61","","-0.29%"
"07/24/2014","565.48","565.18","569.43","563.66","","0.11%"
"07/23/2014","564.88","565.08","569.22","564.52","","0.07%"
"07/22/2014","564.48","564.29","566.01","562.62","","0.05%"
"07/21/2014","564.20","560.61","566.33","560.61","","0.76%"
"07/18/2014","559.96","560.14","562.14","558.76","","-0.01%"
"07/17/2014","560.03","552.50","560.99","552.50","","1.60%"
"07/16/2014","551.23","548.54","551.94","547.82","","0.47%"
"07/15/2014","548.66","549.79","551.71","548.08","","-0.11%"
"07/14/2014","549.26","541.40","550.04","541.00","","1.48%"
"07/11/2014","541.24","543.57","543.57","540.89","","-0.24%"
"07/10/2014","542.54","545.73","545.73","541.55","","-0.60%"
"07/09/2014","545.82","545.91","546.41","544.92","","-0.01%"
"07/08/2014","545.90","545.87","546.23","543.97","","0.03%"
"07/07/2014","545.71","547.48","547.48","545.16","","-0.15%"
"07/04/2014","546.52","547.94","549.11","546.09","","-0.29%"
"07/03/2014","548.12","549.75","550.30","547.15","","-0.23%"
"07/02/2014","549.37","551.90","552.88","548.60","","-0.38%"
"07/01/2014","551.48","551.48","555.13","550.42","","0.21%"
"06/30/2014","550.34","546.19","552.14","543.25","","1.19%"
"06/27/2014","543.88","540.71","545.60","537.56","","0.64%"
"06/26/2014","540.42","541.06","542.56","538.73","","0.24%"
"06/25/2014","539.12","539.70","543.19","537.66","","-0.10%"
"06/24/2014","539.66","538.31","540.64","537.14","","0.34%"
"06/23/2014","537.83","530.83","538.64","527.49","","1.21%"
"06/20/2014","531.40","531.43","534.82","530.07","","-0.02%"
"06/19/2014","531.49","540.71","541.74","530.43","","-1.72%"
"06/18/2014","540.79","546.39","547.66","539.94","","-0.66%"
"06/17/2014","544.37","550.97","553.22","543.76","","-1.10%"
"06/16/2014","550.41","551.56","552.28","549.32","","-0.20%"
"06/13/2014","551.49","549.76","552.91","548.73","","0.34%"
"06/12/2014","549.62","550.05","550.98","548.15","","-0.15%"
"06/11/2014","550.46","548.03","551.85","547.55","","1.02%"
"06/10/2014","544.89","544.39","547.28","542.28","","0.27%"
"06/09/2014","543.43","546.18","549.21","542.82","","-0.22%"
"06/06/2014","544.65","541.01","549.76","541.01","","0.65%"
"06/05/2014","541.13","543.79","547.63","538.28","","-0.31%"
"06/04/2014","542.79","544.57","546.51","540.45","","-0.58%"
"06/03/2014","545.96","552.19","555.33","535.68","","-1.13%"
"06/02/2014","552.21","549.80","555.05","546.05","","0.32%"
"05/30/2014","550.45","551.40","552.73","547.77","","0.44%"
"05/29/2014","548.03","536.12","549.67","535.76","","2.35%"
"05/28/2014","535.44","538.93","540.57","535.00","","-0.68%"
"05/27/2014","539.10","540.09","543.13","538.69","","-0.02%"
"05/26/2014","539.20","532.65","539.72","532.28","","1.27%"
"05/23/2014","532.46","531.70","533.91","531.53","","0.14%"
"05/22/2014","531.72","532.04","535.53","531.35","","-0.12%"
"05/21/2014","532.38","534.65","535.67","531.45","","-0.41%"
"05/20/2014","534.55","539.87","540.63","534.09","","-0.94%"
"05/19/2014","539.62","537.11","540.22","535.69","","0.54%"
"05/16/2014","536.74","537.88","540.48","536.11","","-0.45%"
"05/15/2014","539.17","537.97","542.55","537.28","","0.26%"
"05/14/2014","537.77","537.08","540.92","536.59","","0.15%"
"05/13/2014","536.97","535.97","538.38","534.04","","0.16%"
"05/12/2014","536.09","539.58","541.65","535.40","","-0.61%"
"05/09/2014","539.39","541.08","543.31","538.10","","-0.24%"
"05/08/2014","540.70","536.76","541.21","534.97","","0.72%"
"05/07/2014","536.82","536.66","539.66","536.26","","0.06%"
"05/06/2014","536.50","539.93","540.00","535.58","","-0.68%"
"05/05/2014","540.20","543.94","544.85","537.34","","-0.72%"
"05/02/2014","544.11","543.33","548.92","542.45","","0.18%"
"04/30/2014","543.11","539.44","543.86","536.66","","0.94%"
"04/29/2014","538.07","542.27","542.75","536.85","","-0.75%"
"04/28/2014","542.14","546.14","546.45","541.27","","-0.42%"
"04/25/2014","544.41","541.27","545.11","537.40","","0.68%"
"04/24/2014","540.74","539.37","541.92","536.63","","0.54%"
"04/23/2014","537.82","548.01","549.09","533.98","","-1.73%"
"04/22/2014","547.31","542.27","548.57","542.27","","1.23%"
"04/21/2014","540.68","543.54","545.16","538.74","","-0.71%"
"04/18/2014","544.57","553.68","555.73","543.73","","-1.24%"
"04/17/2014","551.38","554.49","557.70","543.63","","-0.06%"
"04/16/2014","551.71","544.82","552.25","544.82","","1.45%"
"04/15/2014","543.85","544.43","546.18","537.43","","-0.21%"
"04/14/2014","544.97","550.02","552.45","543.55","","-0.98%"
"04/11/2014","550.37","550.57","555.54","547.11","","0.08%"
"04/10/2014","549.91","547.08","550.93","546.96","","0.79%"
"04/09/2014","545.62","541.74","546.22","539.68","","0.80%"
"04/08/2014","541.29","542.54","544.98","540.43","","0.06%"
"04/07/2014","540.94","536.64","542.19","535.49","","1.05%"
"04/04/2014","535.31","536.60","537.33","533.87","","0.06%"
"04/03/2014","534.97","529.70","536.32","528.92","","1.36%"
"04/02/2014","527.78","521.87","528.74","521.51","","1.60%"
"04/01/2014","519.48","511.54","519.91","511.54","","1.73%"
"03/31/2014","510.64","514.66","515.34","508.59","","-0.58%"
"03/28/2014","513.61","516.24","517.41","512.57","","-0.17%"
"03/27/2014","514.49","507.45","515.56","506.91","","1.74%"
"03/26/2014","505.70","505.54","508.08","502.92","","0.22%"
"03/25/2014","504.57","499.37","505.23","499.37","","1.38%"
"03/24/2014","497.70","503.39","504.64","497.34","","-1.74%"
"03/21/2014","506.53","518.56","519.86","504.13","","-2.27%"
"03/20/2014","518.32","522.54","523.70","515.58","","-0.78%"
"03/19/2014","522.39","524.30","525.65","521.15","","-0.50%"
"03/18/2014","525.01","527.36","529.25","524.76","","-0.28%"
"03/17/2014","526.47","524.12","527.40","523.90","","0.48%"
"03/14/2014","523.93","523.61","525.56","522.53","","0.13%"
"03/13/2014","523.27","525.55","526.51","522.50","","-0.52%"
"03/12/2014","526.01","530.87","532.38","524.94","","-0.89%"
"03/11/2014","530.71","528.97","531.49","528.74","","0.67%"
"03/10/2014","527.17","522.39","528.53","521.06","","0.94%"
"03/07/2014","522.26","522.00","525.69","520.99","","0.12%"
"03/06/2014","521.62","516.55","522.27","516.55","","1.31%"
"03/05/2014","514.89","509.09","515.03","508.02","","0.83%"
"03/04/2014","510.64","503.89","510.70","501.68","","1.13%"
"03/03/2014","504.92","509.53","511.00","503.29","","-0.28%"
"02/28/2014","506.35","500.92","509.70","500.77","","0.72%"
"02/27/2014","502.71","503.79","505.82","500.53","","-0.10%"
"02/26/2014","503.22","505.49","507.65","502.64","","-0.52%"
"02/25/2014","505.85","510.16","510.59","505.40","","-0.80%"
"02/24/2014","509.91","508.07","512.13","508.07","","0.69%"
"02/21/2014","506.44","505.86","510.06","503.66","","0.13%"
"02/20/2014","505.76","508.58","510.68","504.71","","-0.51%"
"02/19/2014","508.35","512.21","514.24","508.13","","-0.77%"
"02/18/2014","512.32","513.19","515.77","506.71","","-0.17%"
"02/17/2014","513.21","518.06","518.79","511.68","","-0.96%"
"02/14/2014","518.18","519.73","521.06","517.44","","-0.38%"
"02/13/2014","520.15","525.43","528.24","519.10","","-0.92%"
"02/12/2014","524.97","517.93","525.89","517.83","","1.94%"
"02/11/2014","515.00","516.63","520.06","513.42","","-0.26%"
"02/10/2014","516.36","525.42","525.64","513.28","","-1.43%"
"02/07/2014","523.85","526.31","527.33","523.50","","-0.45%"
"02/06/2014","526.21","524.49","527.25","522.88","","0.14%"
"02/04/2014","525.45","529.61","529.61","524.03","","-0.76%"
"02/03/2014","529.50","526.07","530.46","525.92","","0.70%"
"01/31/2014","525.82","523.89","527.64","522.96","","0.51%"
"01/30/2014","523.13","523.79","524.91","522.19","","-0.13%"
"01/29/2014","523.79","526.94","527.15","521.50","","-0.40%"
"01/28/2014","525.90","528.48","529.10","525.26","","-0.44%"
"01/27/2014","528.20","534.43","536.06","526.69","","-1.36%"
"01/24/2014","535.47","537.87","538.42","533.63","","-0.43%"
"01/23/2014","537.76","536.79","539.45","536.48","","0.10%"
"01/22/2014","537.20","543.21","543.78","535.24","","-1.12%"
"01/21/2014","543.26","542.73","544.88","541.91","","0.19%"
"01/20/2014","542.24","542.43","544.17","539.88","","0.07%"
"01/17/2014","541.85","541.15","542.52","539.84","","0.56%"
"01/16/2014","538.82","540.07","542.29","537.38","","-0.20%"
"01/15/2014","539.91","538.33","542.88","538.33","","0.41%"
"01/13/2014","537.72","536.92","539.36","536.52","","0.06%"
"01/10/2014","537.42","536.70","539.17","533.59","","0.20%"
"01/09/2014","536.37","536.46","540.23","534.80","","0.00%"
"01/08/2014","536.35","536.19","539.35","535.13","","0.16%"
"01/07/2014","535.49","534.02","536.05","532.30","","0.24%"
"01/06/2014","534.23","533.76","537.79","533.14","","0.17%"
"01/03/2014","533.31","532.43","536.93","530.60","","0.17%"
"01/02/2014","532.39","526.87","532.99","526.87","","1.51%"
"01/01/2014","524.47","518.11","525.00","518.11","","1.22%"
"12/31/2013","518.15","521.11","521.11","517.21","","-0.49%"
"12/30/2013","520.72","520.32","521.96","518.17","","0.17%"
"12/27/2013","519.85","523.31","523.71","519.02","","-0.65%"
"12/26/2013","523.26","526.25","527.52","522.60","","-0.09%"
"12/24/2013","523.72","524.38","526.76","518.77","","-0.53%"
"12/23/2013","526.53","533.53","533.53","524.05","","-1.13%"
"12/20/2013","532.54","526.80","534.34","524.81","","1.06%"
"12/19/2013","526.95","528.46","531.56","524.72","","-0.08%"
"12/18/2013","527.39","525.58","528.18","524.74","","0.59%"
"12/17/2013","524.29","525.15","527.14","521.76","","-0.05%"
"12/16/2013","524.57","525.81","527.04","524.18","","-0.05%"
"12/13/2013","524.83","523.85","525.59","522.52","","0.40%"
"12/12/2013","522.75","524.67","525.85","520.19","","-0.35%"
"12/11/2013","524.58","523.55","526.56","523.16","","0.32%"
"12/10/2013","522.90","526.90","526.90","522.04","","-0.39%"
"12/09/2013","524.94","523.42","528.05","523.42","","0.56%"
"12/06/2013","522.01","521.92","525.65","519.48","","0.22%"
"12/05/2013","520.84","514.35","522.80","513.18","","1.18%"
"12/04/2013","514.79","517.67","521.84","514.06","","-0.50%"
"12/03/2013","517.37","512.61","518.42","512.61","","1.05%"
"12/02/2013","512.01","511.57","514.37","510.24","","0.25%"
"11/29/2013","510.74","508.90","511.58","508.29","","0.32%"
"11/28/2013","509.12","500.40","510.01","500.40","","1.99%"
"11/27/2013","499.17","499.20","502.19","497.61","","-0.07%"
"11/26/2013","499.54","505.71","506.02","497.96","","-1.29%"
"11/25/2013","506.06","504.16","508.37","503.69","","0.52%"
"11/22/2013","503.45","505.04","505.49","500.46","","-0.28%"
"11/21/2013","504.87","505.76","507.08","503.05","","-0.18%"
"11/20/2013","505.80","508.57","511.51","505.20","","-0.41%"
"11/19/2013","507.89","505.62","509.52","505.62","","0.61%"
"11/18/2013","504.80","499.79","506.79","499.38","","0.97%"
"11/13/2013","499.96","501.90","502.37","497.44","","-0.70%"
"11/12/2013","503.48","505.54","507.47","502.49","","-0.26%"
"11/11/2013","504.79","508.10","509.96","503.89","","-0.40%"
"11/08/2013","506.81","504.57","507.82","502.31","","0.41%"
"11/07/2013","504.73","502.30","506.19","499.23","","0.73%"
"11/06/2013","501.09","497.69","504.02","497.69","","1.21%"
"11/05/2013","495.08","485.81","496.28","485.81","","2.06%"
"11/04/2013","485.07","485.47","486.94","478.57","","-1.31%"
"11/01/2013","491.52","497.41","502.66","490.06","","-1.15%"
"10/31/2013","497.26","483.97","498.93","482.69","","2.81%"
"10/30/2013","483.69","481.20","485.16","481.07","","0.56%"
"10/29/2013","481.02","484.05","485.20","479.50","","-0.27%"
"10/28/2013","482.30","487.27","490.77","481.27","","-0.69%"
"10/25/2013","485.67","479.83","489.57","478.46","","1.18%"
"10/24/2013","480.00","477.04","483.05","476.30","","0.84%"
"10/23/2013","475.98","478.98","480.07","475.26","","1.04%"
"10/22/2013","471.07","459.06","472.48","458.23","","2.63%"
"10/21/2013","459.00","464.42","465.52","458.15","","0.28%"
"10/14/2013","457.72","462.56","463.12","457.35","","-1.00%"
"10/11/2013","462.36","463.61","467.30","461.32","","0.15%"
"10/10/2013","461.68","460.95","462.61","456.54","","0.30%"
"10/09/2013","460.32","469.70","471.44","459.41","","-1.96%"
"10/08/2013","469.54","462.43","469.74","462.43","","1.29%"
"10/07/2013","463.56","469.48","470.18","462.96","","-1.26%"
"10/04/2013","469.46","471.43","475.58","468.84","","-0.26%"
"10/03/2013","470.69","470.73","473.63","468.34","","0.03%"
"10/02/2013","470.53","467.54","473.39","465.41","","0.94%"
"10/01/2013","466.15","463.11","469.39","456.05","","-0.11%"
"09/30/2013","466.66","471.57","473.13","463.08","","-3.03%"
"09/27/2013","481.26","493.42","495.81","479.65","","-2.21%"
"09/26/2013","492.12","498.21","498.51","484.82","","-1.00%"
"09/25/2013","497.09","497.60","500.81","490.22","","-0.10%"
"09/24/2013","497.60","514.04","515.49","495.57","","-2.96%"
"09/23/2013","512.79","510.45","514.22","507.72","","0.56%"
"09/20/2013","509.91","509.13","511.83","504.30","","0.60%"
"09/19/2013","506.87","494.58","507.97","494.58","","2.75%"
"09/18/2013","493.29","496.32","497.34","490.66","","-0.68%"
"09/17/2013","496.69","503.63","503.63","494.77","","-1.09%"
"09/16/2013","502.15","498.39","504.34","495.85","","1.09%"
"09/13/2013","496.75","498.99","499.83","495.70","","-0.47%"
"09/12/2013","499.08","497.18","501.12","495.11","","0.52%"
"09/11/2013","496.50","490.74","496.96","490.04","","0.49%"
"09/10/2013","494.08","495.03","498.31","492.49","","0.01%"
"09/09/2013","494.03","495.11","497.18","492.89","","0.22%"
"09/06/2013","492.94","489.27","494.46","489.00","","0.90%"
"09/05/2013","488.55","478.12","489.47","478.12","","2.56%"
"09/04/2013","476.34","476.40","478.41","474.51","","-0.01%"
"09/03/2013","476.38","475.30","482.05","473.67","","0.41%"
"09/02/2013","474.43","482.03","482.03","472.59","","-1.93%"
"08/30/2013","483.79","484.13","488.24","477.30","","-0.06%"
"08/29/2013","484.06","482.34","485.36","478.47","","0.58%"
"08/28/2013","481.29","484.72","484.72","473.90","","-0.86%"
"08/27/2013","485.46","495.36","498.69","484.08","","-1.49%"
"08/26/2013","492.80","492.36","499.71","491.32","","0.64%"
"08/23/2013","489.65","491.44","496.74","487.31","","-0.27%"
"08/22/2013","490.99","499.62","499.68","485.89","","-1.31%"
"08/21/2013","497.52","509.09","509.09","497.11","","-2.28%"
"08/20/2013","509.15","513.40","516.87","507.90","","-0.51%"
"08/19/2013","511.75","512.01","513.14","505.83","","-0.06%"
"08/16/2013","512.07","514.71","516.68","510.31","","-0.47%"
"08/15/2013","514.50","507.12","515.23","505.20","","1.23%"
"08/13/2013","508.26","503.82","509.08","502.34","","1.10%"
"08/12/2013","502.74","502.36","503.20","497.49","","0.72%"
"08/07/2013","499.13","485.65","500.18","483.14","","2.94%"
"08/06/2013","484.86","484.14","492.01","483.26","","0.22%"
"08/05/2013","483.79","489.56","490.22","472.23","","-1.19%"
"08/01/2013","489.64","496.36","496.66","486.54","","-1.28%"
"07/31/2013","496.01","497.90","497.90","492.68","","0.18%"
"07/30/2013","495.13","495.84","498.41","491.67","","0.04%"
"07/29/2013","494.94","501.11","501.42","494.12","","-1.18%"
"07/26/2013","500.83","503.89","506.94","499.10","","-0.63%"
"07/25/2013","504.02","511.28","513.38","503.20","","-1.02%"
"07/24/2013","509.19","508.19","513.41","507.54","","0.32%"
"07/23/2013","507.57","508.29","508.45","503.92","","-0.07%"
"07/22/2013","507.93","504.93","510.36","503.45","","1.25%"
"07/19/2013","501.66","496.02","502.76","496.02","","1.34%"
"07/18/2013","495.02","495.34","496.77","491.46","","0.06%"
"07/17/2013","494.71","496.45","500.72","491.43","","-0.17%"
"07/16/2013","495.54","497.51","497.97","493.67","","-0.01%"
"07/15/2013","495.57","495.04","501.83","494.44","","0.71%"
"07/12/2013","492.08","485.23","492.86","485.23","","1.53%"
"07/11/2013","484.67","490.44","491.63","483.54","","-0.99%"
"07/10/2013","489.53","485.34","492.25","481.93","","1.43%"
"07/09/2013","482.65","474.58","483.81","474.58","","2.22%"
"07/08/2013","472.18","470.03","472.93","469.75","","0.68%"
"07/05/2013","469.01","467.02","471.38","466.44","","0.81%"
"07/04/2013","465.22","462.91","469.05","462.91","","0.73%"
"07/03/2013","461.84","461.41","464.92","459.08","","0.24%"
"07/02/2013","460.73","456.08","464.69","456.08","","1.34%"
"07/01/2013","454.62","445.22","455.02","442.53","","2.18%"
"06/28/2013","444.92","448.74","451.35","441.27","","-0.55%"
"06/27/2013","447.40","448.47","452.57","446.43","","0.04%"
"06/26/2013","447.24","454.38","458.08","445.48","","-1.26%"
"06/25/2013","452.95","454.29","458.13","447.92","","-0.47%"
"06/24/2013","455.07","470.72","472.28","453.50","","-3.06%"
"06/21/2013","469.43","476.65","476.69","468.54","","-1.46%"
"06/20/2013","476.38","480.24","485.41","474.57","","-0.70%"
"06/19/2013","479.75","482.53","483.90","478.47","","0.47%"
"06/18/2013","477.51","487.99","489.87","474.57","","-1.95%"
"06/17/2013","487.02","496.82","498.22","486.24","","-1.82%"
"06/14/2013","496.03","504.42","508.24","495.77","","-1.77%"
"06/13/2013","504.98","498.63","509.06","498.41","","1.98%"
"06/12/2013","495.16","492.88","500.90","492.77","","0.49%"
"06/11/2013","492.74","491.38","494.91","491.38","","0.44%"
"06/10/2013","490.59","497.04","499.19","488.63","","-1.22%"
"06/07/2013","496.66","495.25","502.42","495.11","","0.99%"
"06/06/2013","491.78","486.79","492.65","481.93","","1.59%"
"06/05/2013","484.09","489.40","491.87","481.56","","-1.03%"
"06/04/2013","489.11","483.06","490.20","482.13","","1.64%"
"06/03/2013","481.23","474.16","483.93","473.07","","1.62%"
"05/31/2013","473.55","471.03","473.97","470.48","","0.85%"
"05/30/2013","469.57","468.09","472.12","467.14","","0.33%"
"05/29/2013","468.04","476.82","477.60","467.33","","-0.86%"
"05/28/2013","472.08","455.94","472.37","455.26","","3.61%"
"05/27/2013","455.63","465.05","465.05","454.94","","-1.94%"
"05/24/2013","464.64","466.40","468.28","463.88","","-0.35%"
"05/23/2013","466.27","472.93","473.74","464.87","","-0.74%"
"05/22/2013","469.75","468.74","471.14","466.76","","1.14%"
"05/21/2013","464.46","457.30","465.78","456.99","","2.21%"
"05/20/2013","454.43","449.52","454.84","448.55","","1.58%"
"05/17/2013","447.34","446.84","450.55","446.64","","0.03%"
"05/16/2013","447.22","455.94","459.74","446.52","","-1.18%"
"05/15/2013","452.56","455.37","456.71","446.45","","0.61%"
"05/14/2013","449.83","444.28","449.97","444.28","","2.06%"
"05/13/2013","440.75","439.34","441.83","436.66","","2.09%"
"05/10/2013","431.74","427.57","432.06","425.81","","2.10%"
"05/09/2013","422.88","417.20","424.65","417.20","","1.43%"
"05/08/2013","416.90","410.57","418.42","410.57","","1.57%"
"05/07/2013","410.46","409.53","411.31","407.12","","0.31%"
"05/06/2013","409.21","409.77","413.76","408.01","","-0.04%"
"05/03/2013","409.39","406.21","410.18","405.47","","0.76%"
"05/02/2013","406.32","406.26","408.04","405.72","","0.05%"
"04/30/2013","406.11","401.58","406.66","400.50","","1.38%"
"04/29/2013","400.58","400.31","401.71","399.17","","-0.51%"
"04/26/2013","402.62","401.91","404.37","401.30","","0.24%"
"04/25/2013","401.66","401.70","403.42","401.32","","0.06%"
"04/24/2013","401.43","398.92","401.99","398.55","","0.69%"
"04/23/2013","398.66","400.53","401.00","397.26","","-0.33%"
"04/22/2013","400.00","400.92","401.69","397.55","","-0.01%"
"04/19/2013","400.03","400.63","404.10","399.44","","-0.14%"
"04/18/2013","400.58","395.29","401.31","394.61","","1.45%"
"04/17/2013","394.84","394.35","396.72","389.59","","0.38%"
"04/16/2013","393.34","394.32","397.56","391.02","","-0.68%"
"04/15/2013","396.03","400.16","400.35","394.82","","-0.94%"
"04/12/2013","399.79","401.59","401.67","398.13","","-0.45%"
"04/11/2013","401.58","400.96","402.26","399.36","","0.42%"
"04/10/2013","399.90","400.83","401.52","399.52","","-0.03%"
"04/09/2013","400.01","398.55","400.33","398.12","","0.61%"
"04/08/2013","397.58","398.15","399.82","397.26","","-0.08%"
"04/05/2013","397.91","397.91","400.77","395.76","","0.36%"
"04/04/2013","396.49","395.79","397.39","394.07","","0.30%"
"04/03/2013","395.32","391.00","395.61","390.93","","0.56%"
"04/02/2013","393.11","394.24","395.90","392.35","","-0.10%"
"04/01/2013","393.50","389.58","395.46","389.58","","1.12%"
"03/29/2013","389.16","388.27","389.75","387.44","","0.25%"
"03/28/2013","388.19","388.92","389.21","387.73","","-0.14%"
"03/27/2013","388.72","389.19","391.07","388.07","","0.26%"
"03/26/2013","387.73","390.87","391.17","387.35","","-0.80%"
"03/25/2013","390.85","391.42","393.58","389.44","","-0.03%"
"03/22/2013","390.97","389.36","390.97","387.84","","0.18%"
"03/21/2013","390.27","390.18","392.21","387.15","","-0.02%"
"03/20/2013","390.33","389.56","390.64","387.97","","0.33%"
"03/19/2013","389.03","385.04","389.36","385.04","","1.10%"
"03/18/2013","384.80","388.20","388.78","381.32","","-1.20%"
"03/15/2013","389.46","391.83","392.69","388.16","","-0.75%"
"03/14/2013","392.39","393.73","394.32","391.89","","-0.25%"
"03/13/2013","393.38","397.50","397.67","392.19","","-1.07%"
"03/12/2013","397.65","390.82","398.01","389.96","","1.86%"
"03/11/2013","390.37","401.52","402.48","389.42","","-2.68%"
"03/08/2013","401.10","400.72","402.24","398.17","","0.06%"
"03/07/2013","400.87","405.01","405.79","400.24","","-0.66%"
"03/06/2013","403.54","404.12","407.01","402.05","","0.00%"
"03/05/2013","403.56","408.32","409.85","401.51","","-1.06%"
"03/04/2013","407.89","410.98","411.19","406.76","","-0.77%"
"03/01/2013","411.04","412.38","415.55","410.26","","-0.24%"
"02/28/2013","412.03","407.98","413.91","407.65","","0.54%"
"02/27/2013","409.81","405.42","410.21","403.96","","1.28%"
"02/26/2013","404.65","408.70","409.32","403.08","","-0.87%"
"02/25/2013","408.20","411.26","413.03","407.14","","-0.46%"
"02/22/2013","410.07","404.33","410.28","403.92","","1.48%"
"02/21/2013","404.08","406.33","406.62","403.49","","-0.32%"
"02/20/2013","405.39","402.58","406.36","401.67","","0.82%"
"02/19/2013","402.08","403.38","404.75","401.03","","-0.15%"
"02/18/2013","402.69","400.99","404.41","400.20","","0.43%"
"02/15/2013","400.96","399.71","401.60","398.77","","0.37%"
"02/14/2013","399.47","397.33","399.94","396.43","","0.69%"
"02/13/2013","396.74","394.62","397.77","394.62","","0.68%"
"02/12/2013","394.06","392.11","395.15","391.62","","0.59%"
"02/11/2013","391.75","389.67","392.60","388.94","","0.71%"
"02/08/2013","388.99","387.80","389.17","387.22","","0.32%"
"02/07/2013","387.76","390.46","391.39","387.21","","-0.55%"
"02/06/2013","389.92","387.69","390.31","387.55","","0.74%"
"02/04/2013","387.05","387.12","387.70","386.23","","0.09%"
"02/01/2013","386.70","386.86","387.02","385.38","","0.01%"
"01/31/2013","386.65","386.15","387.43","385.84","","0.15%"
"01/30/2013","386.07","385.71","387.36","385.27","","0.16%"
"01/29/2013","385.47","380.61","385.77","380.30","","1.31%"
"01/28/2013","380.49","381.65","382.56","379.29","","-0.26%"
"01/24/2013","381.48","378.55","381.61","378.55","","0.85%"
"01/23/2013","378.28","378.50","379.67","377.31","","0.13%"
"01/22/2013","377.79","372.12","378.19","372.12","","1.64%"
"01/21/2013","371.68","371.32","372.86","370.21","","0.41%"
"01/18/2013","370.15","368.85","372.09","368.64","","1.72%"
"01/17/2013","363.90","364.64","368.42","363.15","","0.34%"
"01/16/2013","362.68","364.59","365.24","359.66","","0.28%"
"01/15/2013","361.66","371.33","371.81","360.22","","-2.96%"
"01/14/2013","372.71","373.32","373.84","370.35","","-0.30%"
"01/11/2013","373.82","369.98","374.34","369.98","","1.00%"
"01/10/2013","370.12","376.97","376.97","369.72","","-1.85%"
"01/09/2013","377.11","374.46","377.34","373.96","","0.76%"
"01/08/2013","374.27","371.08","374.47","371.08","","0.95%"
"01/07/2013","370.76","373.04","373.17","369.12","","-0.69%"
"01/04/2013","373.33","372.09","374.54","372.09","","0.35%"
"01/03/2013","372.01","370.67","372.41","369.22","","0.56%"
"01/02/2013","369.95","377.06","377.06","368.25","","-1.81%"
"01/01/2013","376.78","378.51","379.42","376.22","","-0.45%"
"12/31/2012","378.50","379.03","380.66","377.99","","-0.15%"
"12/28/2012","379.07","379.18","379.80","377.91","","-0.04%"
"12/27/2012","379.23","379.67","380.22","378.58","","-0.04%"
"12/26/2012","379.38","377.05","380.06","376.79","","0.66%"
"12/24/2012","376.90","375.84","377.32","374.89","","0.30%"
"12/21/2012","375.78","378.29","379.19","375.40","","-0.61%"
"12/20/2012","378.07","376.84","378.29","376.45","","0.37%"
"12/19/2012","376.69","377.45","378.20","376.42","","0.11%"
"12/18/2012","376.28","374.31","376.86","373.81","","0.76%"
"12/17/2012","373.43","373.69","376.86","372.41","","-0.11%"
"12/14/2012","373.83","372.58","374.46","372.24","","0.33%"
"12/13/2012","372.59","371.76","373.18","371.76","","0.23%"
"12/12/2012","371.73","371.44","373.40","371.17","","0.02%"
"12/11/2012","371.65","373.60","374.70","371.40","","-0.44%"
"12/10/2012","373.29","373.50","375.79","372.77","","0.00%"
"12/07/2012","373.30","372.94","375.32","372.55","","0.29%"
"12/06/2012","372.21","368.60","372.70","368.46","","1.03%"
"12/05/2012","368.40","368.90","369.69","367.55","","-0.11%"
"12/04/2012","368.80","365.86","369.27","365.86","","1.01%"
"12/03/2012","365.10","366.73","367.87","364.85","","-0.40%"
"11/30/2012","366.55","364.75","366.96","364.65","","0.68%"
"11/29/2012","364.07","362.73","365.03","362.73","","0.34%"
"11/28/2012","362.85","362.67","364.30","362.30","","0.15%"
"11/27/2012","362.32","361.05","363.04","360.66","","0.37%"
"11/26/2012","361.00","360.57","361.90","360.48","","0.34%"
"11/23/2012","359.78","361.38","362.02","359.56","","-0.39%"
"11/22/2012","361.18","361.86","362.84","360.99","","-0.18%"
"11/21/2012","361.83","362.81","363.24","360.71","","-0.25%"
"11/20/2012","362.73","362.94","364.42","362.40","","0.01%"
"11/19/2012","362.68","360.85","363.23","360.65","","0.34%"
"11/16/2012","361.45","359.89","362.06","359.68","","0.15%"
"11/15/2012","360.92","361.55","362.94","360.46","","-0.13%"
"11/14/2012","361.39","361.69","362.77","359.81","","-0.05%"
"11/13/2012","361.58","365.08","365.20","360.80","","-0.95%"
"11/12/2012","365.05","368.28","368.36","364.46","","-0.56%"
"11/08/2012","367.10","367.18","367.58","365.00","","0.12%"
"11/07/2012","366.66","363.40","367.40","363.40","","1.03%"
"11/06/2012","362.92","364.49","364.93","362.60","","-0.47%"
"11/05/2012","364.65","364.15","365.65","363.97","","0.64%"
"11/02/2012","362.34","358.73","362.62","358.54","","1.06%"
