"Date","Price","Open","High","Low","Vol.","Change %"
"05/20/2021","298.70","304.22","305.25","298.33","","-1.74%"
"05/19/2021","303.99","305.95","307.36","303.57","","-0.55%"
"05/18/2021","305.67","307.06","308.10","304.76","","-0.24%"
"05/17/2021","306.40","307.10","307.76","302.82","","-0.83%"
"05/06/2021","308.96","309.83","310.95","307.25","","0.29%"
"05/05/2021","308.07","310.13","310.62","307.47","","-0.58%"
"05/04/2021","309.88","308.11","311.50","306.50","","1.20%"
"05/03/2021","306.20","306.04","309.85","302.40","","0.39%"
"04/30/2021","305.00","307.46","308.65","303.44","","-0.52%"
"04/29/2021","306.59","306.85","308.11","303.66","","0.08%"
"04/28/2021","306.33","312.13","313.30","305.71","","-1.90%"
"04/27/2021","312.26","317.80","319.68","311.12","","-1.72%"
"04/26/2021","317.74","308.13","321.93","306.63","","3.20%"
"04/23/2021","307.90","311.33","312.21","307.68","","-1.06%"
"04/22/2021","311.21","313.04","318.34","310.85","","-0.67%"
"04/21/2021","313.32","313.06","314.93","312.22","","0.01%"
"04/20/2021","313.30","313.13","315.42","311.66","","0.50%"
"04/19/2021","311.73","314.34","314.53","310.35","","-0.75%"
"04/16/2021","314.08","313.91","315.19","313.28","","0.20%"
"04/15/2021","313.44","314.31","315.62","312.60","","0.10%"
"04/14/2021","313.12","312.11","313.95","311.79","","0.41%"
"04/13/2021","311.84","310.55","312.45","310.39","","0.31%"
"04/12/2021","310.89","313.38","313.38","309.72","","-0.27%"
"04/09/2021","311.73","312.05","312.96","308.20","","0.36%"
"04/08/2021","310.62","308.88","311.79","305.68","","1.26%"
"04/07/2021","306.74","312.62","313.38","305.54","","-1.76%"
"04/06/2021","312.22","308.93","313.22","306.41","","1.27%"
"04/05/2021","308.31","313.36","314.46","307.50","","-1.48%"
"04/02/2021","312.93","313.40","315.42","311.74","","-0.16%"
"04/01/2021","313.42","313.76","316.65","311.82","","-0.02%"
"03/31/2021","313.48","316.76","319.08","312.13","","-0.62%"
"03/30/2021","315.44","312.83","316.20","311.24","","1.24%"
"03/29/2021","311.59","318.16","318.16","309.27","","-2.17%"
"03/26/2021","318.50","322.66","323.17","317.41","","-1.37%"
"03/25/2021","322.93","323.16","325.90","321.73","","0.16%"
"03/24/2021","322.41","323.82","324.08","320.05","","-0.77%"
"03/22/2021","324.91","318.12","326.29","316.79","","2.14%"
"03/19/2021","318.09","315.60","319.83","312.81","","0.21%"
"03/18/2021","317.42","320.81","322.60","316.53","","-1.75%"
"03/17/2021","323.06","320.74","324.13","320.24","","1.45%"
"03/16/2021","318.43","318.19","319.23","315.63","","0.21%"
"03/15/2021","317.76","320.13","320.62","316.27","","0.38%"
"03/12/2021","316.57","315.96","318.63","311.26","","-1.18%"
"03/11/2021","320.35","327.42","328.51","319.40","","-2.05%"
"03/10/2021","327.06","327.65","329.46","325.01","","-0.26%"
"03/09/2021","327.91","327.83","332.24","325.26","","-0.11%"
"03/08/2021","328.28","338.02","338.51","326.60","","-1.33%"
"03/05/2021","332.69","328.93","334.80","325.60","","1.99%"
"03/04/2021","326.20","328.50","331.17","323.88","","-1.50%"
"03/03/2021","331.18","331.06","331.76","328.92","","0.15%"
"03/02/2021","330.70","327.27","332.10","327.01","","0.94%"
"03/01/2021","327.63","330.28","331.82","325.41","","-0.78%"
"02/26/2021","330.20","332.64","338.04","328.61","","-0.69%"
"02/25/2021","332.48","331.77","333.80","331.34","","0.86%"
"02/24/2021","329.66","329.82","331.62","327.89","","0.11%"
"02/23/2021","329.29","332.70","333.84","328.43","","-0.31%"
"02/22/2021","330.33","338.67","339.03","329.29","","-2.14%"
"02/19/2021","337.56","338.45","340.73","336.18","","-0.35%"
"02/18/2021","338.75","349.39","349.40","337.45","","-2.55%"
"02/17/2021","347.63","357.97","360.19","346.76","","-2.48%"
"02/16/2021","356.48","350.30","357.55","349.50","","2.13%"
"02/15/2021","349.04","347.05","350.88","346.01","","1.56%"
"02/12/2021","343.67","349.67","350.48","342.14","","-1.68%"
"02/11/2021","349.56","355.01","356.65","347.98","","-1.20%"
"02/10/2021","353.80","355.35","357.03","352.89","","-0.52%"
"02/09/2021","355.65","360.55","361.98","354.57","","-0.68%"
"02/08/2021","358.09","360.09","362.41","357.34","","-0.30%"
"02/04/2021","359.16","361.59","364.16","357.89","","0.32%"
"02/03/2021","358.03","358.66","359.98","356.60","","0.49%"
"02/02/2021","356.27","354.51","357.71","352.51","","0.92%"
"02/01/2021","353.02","356.71","357.10","352.00","","-0.57%"
"01/29/2021","355.05","355.83","357.89","354.33","","-0.35%"
"01/28/2021","356.28","358.56","362.62","356.28","","-0.74%"
"01/27/2021","358.95","358.30","360.05","357.18","","0.24%"
"01/26/2021","358.09","358.11","359.82","356.71","","0.04%"
"01/25/2021","357.96","360.04","362.16","356.63","","-0.51%"
"01/22/2021","359.79","360.04","361.17","357.92","","-0.14%"
"01/21/2021","360.30","357.97","361.72","357.94","","0.62%"
"01/20/2021","358.07","359.36","359.36","355.10","","-0.59%"
"01/19/2021","360.18","358.26","362.27","355.90","","0.07%"
"01/18/2021","359.92","362.60","365.25","358.92","","-1.09%"
"01/15/2021","363.89","367.15","367.78","363.45","","-0.72%"
"01/14/2021","366.53","369.29","370.49","365.24","","-0.66%"
"01/13/2021","368.97","369.73","371.35","367.87","","0.67%"
"01/12/2021","366.51","362.79","368.64","361.80","","1.29%"
"01/11/2021","361.86","365.60","366.46","360.47","","-0.33%"
"01/08/2021","363.04","359.94","366.57","358.94","","1.50%"
"01/07/2021","357.66","358.56","361.98","355.68","","0.17%"
"01/06/2021","357.05","357.35","360.15","356.13","","0.85%"
"01/05/2021","354.04","352.23","356.47","350.02","","-0.17%"
"01/04/2021","354.65","355.41","356.63","349.88","","1.98%"
"01/01/2021","347.76","339.96","353.80","338.27","","2.78%"
"12/31/2020","338.37","338.11","340.48","335.96","","0.08%"
"12/30/2020","338.10","336.32","340.63","336.32","","0.91%"
"12/29/2020","335.05","343.48","344.08","334.91","","-2.34%"
"12/28/2020","343.07","343.05","344.01","341.54","","0.62%"
"12/24/2020","340.96","342.20","344.49","340.18","","0.35%"
"12/23/2020","339.77","337.58","340.69","336.69","","0.41%"
"12/22/2020","338.38","341.89","343.00","336.22","","-1.03%"
"12/21/2020","341.89","347.29","347.51","340.84","","-1.85%"
"12/18/2020","348.32","348.69","350.18","346.18","","0.17%"
"12/17/2020","347.72","345.76","349.83","345.01","","1.23%"
"12/16/2020","343.50","341.11","345.44","338.93","","1.11%"
"12/15/2020","339.72","338.81","343.94","338.81","","0.22%"
"12/14/2020","338.99","333.69","339.68","333.63","","1.61%"
"12/11/2020","333.62","335.98","337.11","332.71","","-0.23%"
"12/10/2020","334.40","333.66","339.09","332.62","","0.28%"
"12/09/2020","333.45","332.10","334.22","331.98","","0.49%"
"12/08/2020","331.83","331.65","334.14","331.15","","0.09%"
"12/07/2020","331.52","333.30","333.78","329.59","","-0.72%"
"12/04/2020","333.94","333.38","335.22","332.76","","1.00%"
"12/03/2020","330.62","330.67","334.47","330.31","","0.10%"
"12/02/2020","330.29","329.15","331.07","328.57","","0.29%"
"12/01/2020","329.34","326.90","330.50","325.58","","0.75%"
"11/30/2020","326.90","324.36","328.75","322.35","","0.45%"
"11/27/2020","325.43","327.00","327.61","324.75","","-0.61%"
"11/26/2020","327.44","329.00","332.01","326.02","","0.44%"
"11/25/2020","326.01","321.57","326.63","321.01","","2.38%"
"11/24/2020","318.44","318.01","320.95","317.08","","0.65%"
"11/23/2020","316.38","321.18","321.18","313.68","","-1.12%"
"11/20/2020","319.96","321.26","323.45","319.03","","-0.52%"
"11/19/2020","321.64","321.41","322.99","320.00","","0.05%"
"11/18/2020","321.48","322.47","323.26","318.79","","-0.20%"
"11/17/2020","322.12","322.21","326.70","321.02","","0.23%"
"11/16/2020","321.37","322.89","325.36","320.94","","-0.47%"
"11/13/2020","322.89","323.31","324.59","321.00","","-0.19%"
"11/12/2020","323.49","328.42","328.82","322.47","","-1.79%"
"11/11/2020","329.37","324.70","330.04","324.12","","1.98%"
"11/10/2020","322.98","321.17","328.54","321.17","","1.67%"
"11/09/2020","317.68","315.43","318.40","313.60","","1.00%"
"11/06/2020","314.52","320.83","321.79","313.15","","-1.79%"
"11/05/2020","320.26","313.25","321.09","313.25","","2.85%"
"11/04/2020","311.40","313.57","316.16","310.95","","-0.37%"
"11/03/2020","312.57","303.90","313.75","303.90","","3.03%"
"11/02/2020","303.39","313.94","313.94","302.61","","-3.43%"
"10/29/2020","314.15","320.94","321.73","305.75","","-2.47%"
"10/28/2020","322.11","327.18","327.18","321.27","","-0.86%"
"10/27/2020","324.91","328.64","328.64","322.67","","-1.14%"
"10/26/2020","328.65","329.64","330.64","327.32","","-0.03%"
"10/23/2020","328.74","330.32","331.75","327.95","","-0.56%"
"10/22/2020","330.58","335.57","336.51","329.34","","-1.27%"
"10/21/2020","334.82","334.21","335.61","333.67","","0.32%"
"10/20/2020","333.74","330.43","334.52","329.57","","0.59%"
"10/19/2020","331.79","332.84","335.24","330.25","","-0.26%"
"10/16/2020","332.64","327.51","333.91","325.24","","1.58%"
"10/15/2020","327.45","331.69","334.08","326.67","","-0.88%"
"10/14/2020","330.35","330.70","332.04","328.44","","-0.03%"
"10/13/2020","330.45","332.39","333.21","328.63","","-0.68%"
"10/12/2020","332.71","339.53","340.42","330.85","","-1.51%"
"10/09/2020","337.82","331.67","338.92","331.00","","1.86%"
"10/08/2020","331.65","326.27","332.71","323.87","","1.91%"
"10/07/2020","325.42","322.65","327.59","321.60","","1.02%"
"10/06/2020","322.13","325.04","326.94","318.77","","-0.72%"
"10/05/2020","324.45","328.46","329.08","321.69","","-1.25%"
"10/02/2020","328.57","333.73","334.42","326.42","","-1.57%"
"10/01/2020","333.81","328.33","334.55","327.24","","1.29%"
"09/30/2020","329.56","332.06","335.24","323.98","","-0.69%"
"09/29/2020","331.86","327.12","334.66","325.18","","0.92%"
"09/28/2020","328.84","334.52","336.45","325.87","","-1.73%"
"09/25/2020","334.63","334.38","336.99","331.84","","0.13%"
"09/24/2020","334.18","337.92","338.22","331.38","","-0.76%"
"09/23/2020","336.73","336.08","339.30","335.64","","-0.15%"
"09/22/2020","337.24","339.61","340.26","336.22","","-1.10%"
"09/21/2020","340.99","344.59","344.83","340.18","","-1.02%"
"09/18/2020","344.49","341.38","345.62","338.52","","1.09%"
"09/17/2020","340.79","341.13","343.53","339.34","","0.01%"
"09/16/2020","340.76","343.24","343.65","339.65","","-0.44%"
"09/15/2020","342.26","344.52","345.07","341.02","","-0.53%"
"09/14/2020","344.09","343.28","345.19","341.30","","0.47%"
"09/11/2020","342.47","343.03","347.69","340.74","","-0.11%"
"09/10/2020","342.86","336.87","346.03","336.87","","2.15%"
"09/09/2020","335.66","334.06","338.91","330.24","","0.05%"
"09/08/2020","335.49","339.80","340.67","334.84","","-1.33%"
"09/07/2020","340.02","340.27","343.09","338.23","","-0.18%"
"09/04/2020","340.62","341.31","342.45","338.31","","-0.33%"
"09/03/2020","341.74","341.12","343.94","340.42","","0.26%"
"09/02/2020","340.85","340.33","343.88","339.76","","0.48%"
"09/01/2020","339.22","342.63","342.73","337.76","","-0.85%"
"08/31/2020","342.14","344.43","346.20","340.75","","-0.16%"
"08/28/2020","342.70","346.09","346.72","342.35","","-0.90%"
"08/27/2020","345.81","346.60","349.56","343.90","","-0.02%"
"08/26/2020","345.87","335.03","346.74","334.62","","3.50%"
"08/25/2020","334.16","332.47","335.41","330.84","","1.11%"
"08/24/2020","330.49","332.08","332.26","328.23","","-0.53%"
"08/21/2020","332.24","333.26","334.72","329.06","","-0.67%"
"08/20/2020","334.48","339.00","341.17","332.16","","-1.25%"
"08/19/2020","338.72","337.92","341.04","336.85","","0.22%"
"08/18/2020","337.96","341.95","342.04","336.85","","-0.21%"
"08/17/2020","338.68","341.37","344.50","337.24","","-0.76%"
"08/13/2020","341.27","344.66","345.29","340.35","","-0.80%"
"08/12/2020","344.03","347.51","349.35","343.00","","-0.26%"
"08/11/2020","344.91","337.36","346.97","337.36","","1.91%"
"08/10/2020","338.44","344.34","344.67","336.92","","-0.67%"
"08/07/2020","340.73","346.01","346.14","339.82","","-1.09%"
"08/06/2020","344.50","341.62","346.21","340.77","","1.59%"
"08/05/2020","339.11","338.73","342.08","336.86","","0.51%"
"08/04/2020","337.39","340.41","345.80","336.50","","-0.56%"
"08/03/2020","339.29","335.51","341.52","335.51","","1.20%"
"07/30/2020","335.26","334.64","336.02","332.67","","0.16%"
"07/29/2020","334.74","337.58","338.06","333.90","","-0.37%"
"07/28/2020","335.99","334.41","341.12","334.10","","0.83%"
"07/27/2020","333.21","327.29","334.30","325.99","","2.22%"
"07/24/2020","325.96","320.64","331.43","317.16","","1.47%"
"07/23/2020","321.25","321.17","326.00","319.83","","0.29%"
"07/22/2020","320.32","318.27","321.14","316.54","","0.78%"
"07/21/2020","317.84","317.50","319.35","316.01","","0.29%"
"07/20/2020","316.93","316.59","320.14","315.60","","0.37%"
"07/17/2020","315.77","317.94","318.45","315.19","","-0.40%"
"07/16/2020","317.04","316.63","317.48","314.65","","0.89%"
"07/15/2020","314.24","316.07","316.21","313.38","","-0.05%"
"07/14/2020","314.41","313.96","316.70","311.51","","0.23%"
"07/13/2020","313.68","314.33","316.22","312.63","","0.21%"
"07/10/2020","313.03","312.84","314.31","311.14","","-0.21%"
"07/09/2020","313.70","309.34","314.03","309.34","","1.87%"
"07/08/2020","307.94","303.66","308.71","302.98","","1.55%"
"07/07/2020","303.23","302.68","305.55","302.02","","0.34%"
"07/06/2020","302.21","301.71","303.50","300.54","","0.28%"
"07/03/2020","301.38","302.31","303.59","300.59","","-0.15%"
"07/02/2020","301.84","300.45","302.81","298.80","","0.35%"
"07/01/2020","300.80","297.98","300.80","295.04","","1.26%"
"06/30/2020","297.06","291.82","298.48","291.57","","1.74%"
"06/29/2020","291.99","291.03","293.48","288.61","","0.34%"
"06/26/2020","291.01","293.19","293.36","290.48","","-0.38%"
"06/25/2020","292.13","294.50","294.58","291.44","","-1.72%"
"06/24/2020","297.25","297.95","299.06","295.91","","-0.43%"
"06/23/2020","298.53","296.31","299.14","295.91","","0.99%"
"06/22/2020","295.61","294.83","296.35","290.40","","0.47%"
"06/19/2020","294.23","294.03","295.54","290.39","","0.95%"
"06/18/2020","291.45","291.95","293.33","289.83","","-0.09%"
"06/17/2020","291.72","295.15","300.87","290.39","","-1.03%"
"06/16/2020","294.76","294.00","296.58","291.68","","0.67%"
"06/15/2020","292.79","300.54","300.54","291.51","","-2.84%"
"06/12/2020","301.34","304.35","306.25","300.68","","-2.92%"
"06/11/2020","310.41","312.44","314.56","309.77","","-0.94%"
"06/10/2020","313.34","310.20","314.14","309.61","","0.91%"
"06/09/2020","310.51","309.95","312.23","308.65","","0.06%"
"06/08/2020","310.33","306.84","311.53","305.47","","2.24%"
"06/05/2020","303.54","303.51","304.43","301.86","","0.01%"
"06/04/2020","303.51","308.27","308.27","302.53","","-1.57%"
"06/03/2020","308.35","312.60","313.91","307.14","","-0.23%"
"06/02/2020","309.07","300.99","311.53","299.70","","3.00%"
"06/01/2020","300.06","294.18","300.93","293.99","","2.66%"
"05/29/2020","292.29","290.82","296.62","290.15","","1.05%"
"05/28/2020","289.24","290.92","292.01","286.70","","-1.28%"
"05/21/2020","293.00","293.83","294.89","292.70","","0.18%"
"05/20/2020","292.47","294.63","295.04","290.91","","-0.65%"
"05/19/2020","294.37","289.33","296.81","288.86","","1.89%"
"05/18/2020","288.92","292.69","292.72","287.92","","-0.34%"
"05/15/2020","289.91","290.51","293.35","288.79","","0.18%"
"05/14/2020","289.39","290.02","291.00","288.01","","-0.05%"
"05/13/2020","289.54","290.66","292.43","288.66","","-0.22%"
"05/12/2020","290.18","285.14","290.99","284.46","","1.74%"
"05/11/2020","285.23","287.20","287.44","283.93","","-0.26%"
"05/08/2020","285.98","288.84","290.02","284.98","","-0.32%"
"05/07/2020","286.90","287.25","293.55","284.93","","-1.00%"
"05/06/2020","289.81","299.57","301.11","288.35","","-2.34%"
"05/05/2020","296.74","301.61","305.27","295.67","","0.00%"
"05/04/2020","296.73","302.52","302.52","295.70","","-0.39%"
"04/30/2020","297.90","291.80","299.60","291.42","","3.84%"
"04/29/2020","286.88","287.20","288.74","286.19","","1.32%"
"04/28/2020","283.15","282.40","284.23","282.00","","-0.07%"
"04/27/2020","283.35","282.58","285.12","279.75","","-0.85%"
"04/24/2020","285.78","287.09","289.85","284.30","","0.09%"
"04/23/2020","285.51","284.13","287.79","280.52","","1.58%"
"04/22/2020","281.07","277.80","286.74","273.53","","-0.12%"
"04/21/2020","281.40","287.80","289.88","280.22","","-3.13%"
"04/20/2020","290.49","290.77","293.39","284.96","","1.17%"
"04/17/2020","287.14","281.83","296.36","281.83","","2.98%"
"04/16/2020","278.82","280.23","282.72","277.97","","-0.61%"
"04/15/2020","280.52","284.06","287.12","279.47","","-1.38%"
"04/14/2020","284.44","284.21","288.86","282.84","","0.29%"
"04/13/2020","283.63","289.16","289.96","280.83","","-1.89%"
"04/10/2020","289.08","287.52","289.90","281.58","","-0.83%"
"04/09/2020","291.51","287.21","295.07","287.21","","2.59%"
"04/08/2020","284.15","282.97","286.18","275.48","","0.20%"
"04/07/2020","283.58","276.74","285.78","276.65","","3.11%"
"04/06/2020","275.03","285.08","285.77","272.81","","-2.51%"
"04/03/2020","282.12","283.98","289.62","279.24","","1.87%"
"04/02/2020","276.95","266.41","277.59","263.28","","5.05%"
"04/01/2020","263.63","262.12","266.90","257.26","","0.20%"
"03/31/2020","263.10","253.60","266.97","251.59","","4.15%"
"03/30/2020","252.62","255.93","255.93","244.53","","-1.77%"
"03/27/2020","257.17","254.15","259.12","248.08","","1.16%"
"03/26/2020","254.23","247.82","262.09","247.82","","0.58%"
"03/25/2020","252.76","259.28","262.54","251.23","","-6.02%"
"03/24/2020","268.95","277.04","277.04","268.63","","-7.39%"
"03/20/2020","290.40","282.62","293.47","279.70","","4.42%"
"03/19/2020","278.10","261.35","282.26","254.80","","0.69%"
"03/18/2020","276.19","292.37","293.88","275.98","","-7.43%"
"03/17/2020","298.35","312.29","313.68","297.28","","-5.87%"
"03/16/2020","316.94","339.49","339.49","316.94","","-7.50%"
"03/13/2020","342.62","335.40","345.81","319.42","","0.72%"
"03/12/2020","340.17","353.08","353.52","338.16","","-5.36%"
"03/11/2020","359.43","358.94","367.43","356.00","","1.07%"
"03/10/2020","355.64","345.04","356.58","342.38","","1.17%"
"03/09/2020","351.53","364.23","364.23","346.17","","-5.56%"
"03/06/2020","372.21","387.23","388.06","369.49","","-4.55%"
"03/05/2020","389.96","391.66","398.30","387.59","","-0.32%"
"03/04/2020","391.22","393.41","393.41","387.97","","-0.51%"
"03/03/2020","393.23","394.35","400.58","391.79","","0.22%"
"03/02/2020","392.37","382.76","393.88","382.76","","3.05%"
"02/28/2020","380.76","386.14","387.65","378.29","","-2.01%"
"02/27/2020","388.59","385.99","390.63","374.39","","-0.03%"
"02/26/2020","388.70","391.33","393.61","381.94","","-0.60%"
"02/25/2020","391.04","395.84","399.47","389.42","","-1.84%"
"02/24/2020","398.37","409.49","409.89","397.09","","-2.81%"
"02/21/2020","409.90","416.72","416.73","408.71","","-1.59%"
"02/20/2020","416.52","421.15","422.32","415.19","","-1.13%"
"02/19/2020","421.27","418.23","424.42","416.29","","0.96%"
"02/18/2020","417.28","411.37","421.74","410.63","","1.62%"
"02/17/2020","410.63","405.80","415.86","403.59","","1.03%"
"02/14/2020","406.45","406.44","408.45","400.45","","0.81%"
"02/13/2020","403.18","403.52","405.94","400.64","","0.24%"
"02/12/2020","402.22","393.82","406.49","393.52","","2.51%"
"02/11/2020","392.36","398.38","400.21","387.51","","-0.76%"
"02/10/2020","395.37","398.49","399.93","393.72","","-0.74%"
"02/07/2020","398.30","408.51","408.51","396.63","","-1.29%"
"02/06/2020","403.51","409.48","410.87","402.35","","-0.58%"
"02/04/2020","405.85","400.54","408.48","399.69","","1.56%"
"02/03/2020","399.61","415.19","415.19","397.02","","-3.92%"
"01/31/2020","415.91","420.48","422.66","414.74","","-1.19%"
"01/30/2020","420.91","421.99","423.23","415.56","","-0.44%"
"01/29/2020","422.75","427.64","431.93","420.41","","-1.32%"
"01/28/2020","428.39","432.72","432.72","425.86","","-1.03%"
"01/27/2020","432.83","434.38","435.52","431.22","","-0.63%"
"01/24/2020","435.57","434.73","437.78","431.20","","0.20%"
"01/23/2020","434.72","435.49","438.30","433.18","","0.19%"
"01/22/2020","433.89","436.46","436.46","427.64","","-0.77%"
"01/21/2020","437.25","438.19","441.51","433.79","","-0.24%"
"01/20/2020","438.32","443.47","443.47","435.84","","-0.88%"
"01/17/2020","442.22","442.87","445.06","440.76","","-0.14%"
"01/16/2020","442.83","443.25","443.82","437.93","","-0.07%"
"01/15/2020","443.12","443.39","444.14","439.34","","0.08%"
"01/14/2020","442.77","444.99","446.17","441.20","","-0.46%"
"01/13/2020","444.82","444.09","446.88","440.29","","0.07%"
"01/10/2020","444.50","437.30","445.66","437.07","","2.00%"
"01/09/2020","435.79","429.31","436.38","428.95","","2.49%"
"01/08/2020","425.20","427.52","432.23","421.54","","-1.75%"
"01/07/2020","432.78","425.02","433.72","423.43","","1.67%"
"01/06/2020","425.67","429.48","431.55","422.66","","-1.20%"
"01/03/2020","430.84","436.79","440.78","426.26","","-0.08%"
"01/02/2020","431.19","421.66","433.17","421.49","","2.82%"
"01/01/2020","419.37","411.56","421.33","410.57","","1.94%"
"12/31/2019","411.38","414.41","416.34","409.80","","-0.45%"
"12/30/2019","413.24","421.01","423.49","411.23","","-1.68%"
"12/27/2019","420.32","426.89","426.98","417.04","","-1.19%"
"12/26/2019","425.37","411.83","425.97","411.83","","3.35%"
"12/24/2019","411.57","406.33","414.95","399.59","","1.19%"
"12/23/2019","406.75","416.70","416.82","405.72","","-2.42%"
"12/20/2019","416.82","415.51","420.35","412.13","","0.62%"
"12/19/2019","414.27","423.68","425.68","412.14","","-2.27%"
"12/18/2019","423.88","426.96","430.84","421.72","","-0.98%"
"12/17/2019","428.08","418.47","429.50","414.09","","2.88%"
"12/16/2019","416.09","408.01","418.24","407.52","","1.98%"
"12/13/2019","408.02","401.53","409.03","398.95","","1.77%"
"12/12/2019","400.91","398.36","401.72","394.78","","0.52%"
"12/11/2019","398.83","399.88","402.57","397.31","","-0.87%"
"12/10/2019","402.35","404.83","404.88","397.48","","-0.19%"
"12/09/2019","403.13","406.75","407.15","399.01","","-0.64%"
"12/06/2019","405.74","406.45","408.12","403.70","","0.15%"
"12/05/2019","405.13","404.94","410.44","402.85","","0.71%"
"12/04/2019","402.27","399.37","403.29","396.62","","0.98%"
"12/03/2019","398.38","399.64","405.36","397.45","","0.07%"
"12/02/2019","398.10","390.77","399.01","386.14","","2.45%"
"11/29/2019","388.59","383.68","391.56","383.66","","1.47%"
"11/28/2019","382.97","379.98","384.02","378.60","","0.71%"
"11/27/2019","380.26","374.18","382.40","372.79","","1.79%"
"11/26/2019","373.58","380.69","382.52","370.98","","-2.04%"
"11/25/2019","381.35","379.30","382.50","376.24","","1.22%"
"11/22/2019","376.75","369.83","376.75","366.26","","2.36%"
"11/21/2019","368.06","373.96","377.14","366.86","","-1.48%"
"11/20/2019","373.60","381.92","381.92","372.14","","-2.13%"
"11/19/2019","381.73","381.35","386.66","380.64","","0.22%"
"11/18/2019","380.88","381.49","384.07","379.74","","0.11%"
"11/15/2019","380.45","381.94","381.94","378.13","","0.21%"
"11/14/2019","379.66","384.15","385.23","378.30","","-0.66%"
"11/13/2019","382.18","378.34","382.85","372.28","","1.40%"
"11/12/2019","376.89","381.04","381.94","375.08","","-0.47%"
"11/11/2019","378.68","373.15","379.56","372.82","","1.80%"
"11/08/2019","371.97","366.58","373.28","366.58","","1.50%"
"11/07/2019","366.47","368.06","371.66","362.75","","-0.17%"
"11/06/2019","367.10","369.44","373.18","365.14","","0.13%"
"11/05/2019","366.63","365.79","368.95","362.17","","0.57%"
"11/04/2019","364.54","353.05","365.23","352.98","","3.50%"
"11/01/2019","352.20","347.69","359.29","347.69","","0.28%"
"10/31/2019","351.23","348.89","352.99","348.08","","0.76%"
"10/30/2019","348.58","348.29","350.36","346.15","","0.00%"
"10/29/2019","348.59","351.33","351.48","345.98","","-0.48%"
"10/28/2019","350.26","350.75","352.06","347.14","","0.55%"
"10/25/2019","348.33","350.38","352.73","347.01","","-0.47%"
"10/24/2019","349.97","345.10","351.93","345.10","","1.49%"
"10/23/2019","344.83","342.27","348.15","341.08","","1.16%"
"10/22/2019","340.87","340.31","341.21","336.23","","0.93%"
"10/21/2019","337.72","346.72","346.72","336.98","","-2.60%"
"10/18/2019","346.72","351.47","352.73","345.16","","-0.95%"
"10/17/2019","350.03","355.24","356.07","348.69","","-1.48%"
"10/16/2019","355.28","355.42","356.78","351.08","","0.18%"
"10/15/2019","354.64","355.55","356.95","351.82","","-0.15%"
"10/14/2019","355.18","358.49","361.07","353.47","","-0.85%"
"10/11/2019","358.21","351.69","359.97","351.69","","2.06%"
"10/10/2019","350.97","344.60","351.40","344.60","","1.56%"
"10/09/2019","345.57","346.30","346.92","344.13","","-0.30%"
"10/08/2019","346.62","347.78","350.95","345.45","","0.09%"
"10/07/2019","346.31","342.67","349.93","339.67","","0.83%"
"10/04/2019","343.46","340.72","344.17","338.91","","0.79%"
"10/03/2019","340.76","339.63","342.83","335.68","","1.00%"
"10/02/2019","337.39","335.36","337.92","334.07","","0.60%"
"10/01/2019","335.38","334.82","336.51","333.25","","0.19%"
"09/30/2019","334.75","336.72","339.84","333.05","","-0.24%"
"09/27/2019","335.55","329.47","336.77","325.05","","2.69%"
"09/26/2019","326.76","327.63","330.01","322.68","","-0.33%"
"09/25/2019","327.83","332.33","332.60","326.29","","-1.39%"
"09/24/2019","332.46","333.43","334.86","329.72","","-0.38%"
"09/23/2019","333.73","343.47","343.47","332.41","","-2.27%"
"09/20/2019","341.49","345.13","346.16","339.11","","-0.74%"
"09/19/2019","344.04","340.75","344.91","339.21","","0.97%"
"09/18/2019","340.75","341.91","342.82","339.00","","-0.66%"
"09/17/2019","343.03","341.87","345.88","339.01","","0.37%"
"09/16/2019","341.78","337.76","342.20","334.82","","2.93%"
"09/13/2019","332.05","338.38","339.92","330.83","","-1.72%"
"09/12/2019","337.85","331.63","344.10","331.63","","1.26%"
"09/11/2019","333.63","321.34","334.40","320.51","","4.21%"
"09/06/2019","320.16","312.03","321.73","308.93","","2.50%"
"09/05/2019","312.34","314.98","319.74","310.15","","-0.18%"
"09/04/2019","312.91","306.70","315.90","300.38","","2.07%"
"09/03/2019","306.56","309.78","312.96","305.00","","-0.87%"
"09/02/2019","309.25","311.34","312.43","304.27","","0.26%"
"08/30/2019","308.45","311.78","316.83","306.90","","-1.07%"
"08/29/2019","311.78","317.67","322.12","309.90","","-2.38%"
"08/28/2019","319.39","320.80","325.41","318.55","","-0.13%"
"08/27/2019","319.79","323.62","326.07","311.26","","-1.86%"
"08/26/2019","325.84","333.32","333.63","324.41","","-2.89%"
"08/23/2019","335.52","342.33","342.33","334.73","","-1.74%"
"08/22/2019","341.47","333.97","342.22","333.97","","2.60%"
"08/21/2019","332.82","329.71","335.11","327.23","","1.45%"
"08/20/2019","328.05","315.55","329.89","315.55","","4.22%"
"08/19/2019","314.76","299.38","314.90","298.36","","4.94%"
"08/16/2019","299.93","303.04","303.04","294.90","","-1.34%"
"08/09/2019","304.00","311.44","315.57","302.47","","-2.18%"
"08/08/2019","310.78","320.18","320.66","308.89","","-3.27%"
"08/07/2019","321.29","329.42","330.12","319.88","","-2.19%"
"08/06/2019","328.48","328.91","332.32","326.10","","-0.82%"
"08/05/2019","331.19","336.20","336.20","328.71","","-1.91%"
